neutral,0.928571429,0.333333333,0.903525332,0.8253656,0,1.029411765,0.764705882,0.911211378,0.861309944,9.375,0.781264186,0.826152117
neutral,0.75,0.214285714,0.791666667,0.668153105,0,1,0.666666667,0.831134565,0.745545727,8.571428571,0.734268427,0.783625731
entailment,0.555555556,0.142857143,0.44474959,0.483951416,1,0,0.454545455,0.619819142,0.655243166,0,0.736533642,0.726502311
contradiction,0.5,0.1,0.440958552,0.676123404,1,0,0.416666667,0.696630881,0.808038925,5,0.636396468,0.736
neutral,0.25,0,0.452910814,0.348815788,0,0,0.222222222,0.591619214,0.566186036,0,0.553408384,0.336650083
neutral,0.3125,0,0.381881308,0.222717702,0,0.833333333,0.222222222,0.579386784,0.407073775,0,0.458172858,0.433789954
neutral,0.5,0.25,0.612372436,0.481125224,0,0.833333333,0.5,0.688287314,0.510291135,30.76923077,0.561976075,0.515151515
neutral,0,0,0,0,0,0,0,0.293138494,0.305508973,0,0.443045348,0.606741573
neutral,0,0,0,0,0,0,0,0.241999748,0.242492816,0,0.375143319,0.588235294
neutral,0.375,0,0.612372436,0.200831604,0,1.1,0.4,0.619253416,0.422448709,0,0.421780229,0.518867925
neutral,0.222222222,0,0.166666667,0,0,0.833333333,0.166666667,0.499339685,0.42665883,0,0.271509737,0.340136054
neutral,0.222222222,0,0.392837101,0,0,0.875,0.25,0.555034125,0.411698547,0,0.320588261,0.378865979
neutral,0.375,0,0.471404521,0.233333333,0,1.166666667,0.333333333,0.599911553,0.466426616,18.18181818,0.357520312,0.549019608
entailment,0.75,0.2,0.901127114,0.777777778,0,0.933333333,0.6,0.881855016,0.720271209,0,0.917561054,0.583333333
neutral,0.266666667,0,0.574037848,0.272300029,0,0.882352941,0.294117647,0.584699871,0.482665319,2.777777778,0.657370448,0.407239819
neutral,0.4,0.125,0.478364873,0.358974359,0,1.076923077,0.307692308,0.598837672,0.717500409,0,0.616348863,0.530657748
contradiction,1,0.833333333,0.953462589,1.0625,0,1.0625,1,0.935414347,0.993293406,100,0.915524662,1.023863636
entailment,0.857142857,0.6,0.824957911,0.77594029,0,0.354166667,0.875,0.889249637,0.917191998,4.545454545,0.919017315,0.904255319
neutral,0.857142857,0.2,0.782623792,0.821583836,0,0.375,0.875,0.843802981,0.912156024,4.545454545,0.886536002,0.918367347
neutral,0.333333333,0,0.4,0.328633535,0.9,0.3,0.3,0.494381844,0.597919857,3.703703704,0.503664196,0.403738318
neutral,0.333333333,0,0.426401433,0.377777778,0,0.944444444,0.333333333,0.517247655,0.625743608,4,0.533234119,0.467546755
entailment,0.857142857,0.6,0.857142857,0.75,0,1,0.857142857,0.909090909,0.860765179,64.28571429,0.852072001,0.916666667
neutral,0.857142857,0.4,0.857142857,0.75,0,1,0.857142857,0.909090909,0.742237567,42.85714286,0.819505811,0.888888889
neutral,0.571428571,0.2,0.569802882,0.255550626,0,1.142857143,0.571428571,0.7082054,0.519291314,0,0.563218117,0.789115646
neutral,0.571428571,0.2,0.569802882,0.255550626,0,1.142857143,0.571428571,0.7082054,0.472202154,0,0.552661657,0.816326531
neutral,0.666666667,0.1,0.833333333,0.875,0.875,0.291666667,0.333333333,0.862441482,0.989196115,3.448275862,0.790134072,0.46559633
neutral,0.615384615,0.363636364,0.739940073,0.569735446,0.923076923,0.307692308,0.615384615,0.849928462,0.70968706,2.941176471,0.753938913,0.649846154
neutral,0.777777778,0,0.646761667,0.942964916,0,0.407407407,0.444444444,0.759077522,0.697697642,8,0.681320548,0.54789272
neutral,0.769230769,0.454545455,0.848874688,0.741843029,0.961538462,0.320512821,0.769230769,0.892845801,0.705657973,2.941176471,0.901072025,0.760286225
entailment,0.9,0.5,0.827170192,0.799054932,0,0.590909091,0.636363636,0.836968861,0.596409357,4.347826087,0.660975158,0.647571606
neutral,0.769230769,0.545454545,0.811107106,0.692015716,1,0.345238095,0.785714286,0.794227313,0.705809105,30.95238095,0.860500097,0.924535916
neutral,0.5,0,0.592348878,0.57606584,0.933333333,0,0.333333333,0.650194352,0.594987349,37.14285714,0.729431927,0.35942029
neutral,0.153846154,0,0.340206909,0.135526185,0.857142857,0,0.214285714,0.525440241,0.415081718,0,0.354560673,0.25210084
neutral,0.230769231,0,0.223606798,0.161507934,0,0.884615385,0.230769231,0.490025546,0.368227527,0,0.462173909,0.383333333
neutral,0.142857143,0,0.331133089,0.140859042,0.833333333,0,0.2,0.522126871,0.422311988,0,0.426511347,0.29040404
neutral,0.333333333,0,0.362738125,0.211288564,0,0.625,0.2,0.581734836,0.442333654,0,0.440238357,0.432330827
neutral,0.142857143,0,0.276685786,0,1,0.444444444,0.222222222,0.456931536,0.370478356,0,0.349209487,0.553846154
entailment,0.857142857,0.8,0.875,0.75,0,1,0.875,0.875,0.837653345,0,0.936396718,0.84057971
contradiction,0.857142857,0.4,0.75,0.866025404,0,1,0.625,0.818861082,0.86131748,0,0.795108199,0.771428571
contradiction,0.833333333,0.5,0.782623792,0.75,0,1,0.75,0.87478088,0.872521571,38.46153846,0.901011467,0.852941176
neutral,0.5,0,0.426401433,0.708333333,0,0.944444444,0.444444444,0.640394089,0.494443378,37.5,0.679100454,0.708333333
neutral,0.333333333,0,0.447213595,0.25,0,1,0.375,0.477153207,0.369437098,0,0.56221509,0.597014925
neutral,0.428571429,0,0.426401433,0,0,1.0625,0.375,0.517241379,0.142549108,0,0.363300622,0.538732394
neutral,0.285714286,0,0.375,0.25,0,1,0.375,0.47029703,0.348625243,0,0.595966101,0.579710145
entailment,0.875,0.666666667,0.875,0.75,0,1,0.875,0.92039801,0.90348184,9.090909091,0.973485589,0.906976744
neutral,0.875,0.833333333,0.875,0.75,0,1,0.875,0.92039801,0.795365944,81.81818182,0.751227856,0.921348315
entailment,0.875,0.833333333,0.782623792,0.9,0,0.5625,0.875,0.823638879,0.826415621,72,0.791726112,0.946261682
neutral,0.5,0.166666667,0.5,0.447213595,0,0.5,0.5,0.640394089,0.665596008,8,0.500014782,0.652631579
entailment,0.833333333,0.75,0.683130051,0.737711114,0,1.428571429,0.857142857,0.753925244,0.705537212,0,0.706462741,0.973312402
neutral,0,0,0,0,0,1,0,0.30471031,0.368383212,0,0.398085117,0.405405405
neutral,0,0,0.133630621,0,0,1.071428571,0.142857143,0.390191272,0.373632845,0,0.313402832,0.428571429
neutral,0,0,0.144337567,0,0,0.875,0.125,0.420420496,0.327264649,0,0.293748617,0.315972222
neutral,0,0,0.133630621,0,0,0.9375,0.125,0.415182662,0.386846173,0,0.334380656,0.394736842
neutral,1,0.6,0.894427191,1.026979795,0,0.5625,1,0.91450446,0.957255376,62.5,0.976623178,1.016129032
neutral,0.777777778,0.142857143,0.667423812,0.7,0,0.35,0.6,0.772985242,0.747909236,6.896551724,0.780064344,0.7
contradiction,0.692307692,0.454545455,0.79385662,0.74451346,0.928571429,0.464285714,0.714285714,0.830116114,0.870020729,67.74193548,0.906147003,0.862767154
neutral,0.444444444,0,0.395284708,0.37032804,0,0.4,0.5,0.554576897,0.416666488,6.896551724,0.582915545,0.645378151
